name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-797,150.5,lbs,45.99,20.0,Fitted bulk element batch number 797 for stress verification
Copper Component Type-798,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 798 for stress verification
Copper Component Type-799,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 799 for stress verification
Copper Component Type-800,150.5,rolls,45.99,20.0,Fitted bulk element batch number 800 for stress verification
Copper Component Type-801,150.5,sheets,45.99,20.0,Fitted bulk element batch number 801 for stress verification
Copper Component Type-802,150.5,pieces,45.99,20.0,Fitted bulk element batch number 802 for stress verification
Copper Component Type-803,150.5,lbs,45.99,20.0,Fitted bulk element batch number 803 for stress verification
Copper Component Type-804,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 804 for stress verification
Copper Component Type-805,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 805 for stress verification
Copper Component Type-806,150.5,rolls,45.99,20.0,Fitted bulk element batch number 806 for stress verification
Copper Component Type-807,150.5,sheets,45.99,20.0,Fitted bulk element batch number 807 for stress verification
Copper Component Type-808,150.5,pieces,45.99,20.0,Fitted bulk element batch number 808 for stress verification
Copper Component Type-809,150.5,lbs,45.99,20.0,Fitted bulk element batch number 809 for stress verification
Copper Component Type-810,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 810 for stress verification
Copper Component Type-811,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 811 for stress verification
Copper Component Type-812,150.5,rolls,45.99,20.0,Fitted bulk element batch number 812 for stress verification
Copper Component Type-813,150.5,sheets,45.99,20.0,Fitted bulk element batch number 813 for stress verification
Copper Component Type-814,150.5,pieces,45.99,20.0,Fitted bulk element batch number 814 for stress verification
Copper Component Type-815,150.5,lbs,45.99,20.0,Fitted bulk element batch number 815 for stress verification
Copper Component Type-816,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 816 for stress verification
Copper Component Type-817,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 817 for stress verification
Copper Component Type-818,150.5,rolls,45.99,20.0,Fitted bulk element batch number 818 for stress verification
Copper Component Type-819,150.5,sheets,45.99,20.0,Fitted bulk element batch number 819 for stress verification
Copper Component Type-820,150.5,pieces,45.99,20.0,Fitted bulk element batch number 820 for stress verification
Copper Component Type-821,150.5,lbs,45.99,20.0,Fitted bulk element batch number 821 for stress verification
Copper Component Type-822,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 822 for stress verification
Copper Component Type-823,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 823 for stress verification
Copper Component Type-824,150.5,rolls,45.99,20.0,Fitted bulk element batch number 824 for stress verification
Copper Component Type-825,150.5,sheets,45.99,20.0,Fitted bulk element batch number 825 for stress verification
Copper Component Type-826,150.5,pieces,45.99,20.0,Fitted bulk element batch number 826 for stress verification
Copper Component Type-827,150.5,lbs,45.99,20.0,Fitted bulk element batch number 827 for stress verification
Copper Component Type-828,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 828 for stress verification
Copper Component Type-829,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 829 for stress verification
Copper Component Type-830,150.5,rolls,45.99,20.0,Fitted bulk element batch number 830 for stress verification
Copper Component Type-831,150.5,sheets,45.99,20.0,Fitted bulk element batch number 831 for stress verification
Copper Component Type-832,150.5,pieces,45.99,20.0,Fitted bulk element batch number 832 for stress verification
Copper Component Type-833,150.5,lbs,45.99,20.0,Fitted bulk element batch number 833 for stress verification
Copper Component Type-834,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 834 for stress verification
Copper Component Type-835,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 835 for stress verification
Copper Component Type-836,150.5,rolls,45.99,20.0,Fitted bulk element batch number 836 for stress verification
Copper Component Type-837,150.5,sheets,45.99,20.0,Fitted bulk element batch number 837 for stress verification
Copper Component Type-838,150.5,pieces,45.99,20.0,Fitted bulk element batch number 838 for stress verification
Copper Component Type-839,150.5,lbs,45.99,20.0,Fitted bulk element batch number 839 for stress verification
Copper Component Type-840,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 840 for stress verification
Copper Component Type-841,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 841 for stress verification
Copper Component Type-842,150.5,rolls,45.99,20.0,Fitted bulk element batch number 842 for stress verification
Copper Component Type-843,150.5,sheets,45.99,20.0,Fitted bulk element batch number 843 for stress verification
Copper Component Type-844,150.5,pieces,45.99,20.0,Fitted bulk element batch number 844 for stress verification
Copper Component Type-845,150.5,lbs,45.99,20.0,Fitted bulk element batch number 845 for stress verification
Copper Component Type-846,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 846 for stress verification
Copper Component Type-847,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 847 for stress verification
Copper Component Type-848,150.5,rolls,45.99,20.0,Fitted bulk element batch number 848 for stress verification
Copper Component Type-849,150.5,sheets,45.99,20.0,Fitted bulk element batch number 849 for stress verification
Copper Component Type-850,150.5,pieces,45.99,20.0,Fitted bulk element batch number 850 for stress verification
Copper Component Type-851,150.5,lbs,45.99,20.0,Fitted bulk element batch number 851 for stress verification
Copper Component Type-852,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 852 for stress verification
Copper Component Type-853,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 853 for stress verification
Copper Component Type-854,150.5,rolls,45.99,20.0,Fitted bulk element batch number 854 for stress verification
Copper Component Type-855,150.5,sheets,45.99,20.0,Fitted bulk element batch number 855 for stress verification
Copper Component Type-856,150.5,pieces,45.99,20.0,Fitted bulk element batch number 856 for stress verification
Copper Component Type-857,150.5,lbs,45.99,20.0,Fitted bulk element batch number 857 for stress verification
Copper Component Type-858,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 858 for stress verification
Copper Component Type-859,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 859 for stress verification
Copper Component Type-860,150.5,rolls,45.99,20.0,Fitted bulk element batch number 860 for stress verification
Copper Component Type-861,150.5,sheets,45.99,20.0,Fitted bulk element batch number 861 for stress verification
Copper Component Type-862,150.5,pieces,45.99,20.0,Fitted bulk element batch number 862 for stress verification
Copper Component Type-863,150.5,lbs,45.99,20.0,Fitted bulk element batch number 863 for stress verification
Copper Component Type-864,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 864 for stress verification
Copper Component Type-865,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 865 for stress verification
Copper Component Type-866,150.5,rolls,45.99,20.0,Fitted bulk element batch number 866 for stress verification
Copper Component Type-867,150.5,sheets,45.99,20.0,Fitted bulk element batch number 867 for stress verification
Copper Component Type-868,150.5,pieces,45.99,20.0,Fitted bulk element batch number 868 for stress verification
Copper Component Type-869,150.5,lbs,45.99,20.0,Fitted bulk element batch number 869 for stress verification
Copper Component Type-870,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 870 for stress verification
Copper Component Type-871,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 871 for stress verification
Copper Component Type-872,150.5,rolls,45.99,20.0,Fitted bulk element batch number 872 for stress verification
Copper Component Type-873,150.5,sheets,45.99,20.0,Fitted bulk element batch number 873 for stress verification
Copper Component Type-874,150.5,pieces,45.99,20.0,Fitted bulk element batch number 874 for stress verification
Copper Component Type-875,150.5,lbs,45.99,20.0,Fitted bulk element batch number 875 for stress verification
Copper Component Type-876,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 876 for stress verification
Copper Component Type-877,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 877 for stress verification
Copper Component Type-878,150.5,rolls,45.99,20.0,Fitted bulk element batch number 878 for stress verification
Copper Component Type-879,150.5,sheets,45.99,20.0,Fitted bulk element batch number 879 for stress verification
Copper Component Type-880,150.5,pieces,45.99,20.0,Fitted bulk element batch number 880 for stress verification
Copper Component Type-881,150.5,lbs,45.99,20.0,Fitted bulk element batch number 881 for stress verification
Copper Component Type-882,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 882 for stress verification
Copper Component Type-883,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 883 for stress verification
Copper Component Type-884,150.5,rolls,45.99,20.0,Fitted bulk element batch number 884 for stress verification
Copper Component Type-885,150.5,sheets,45.99,20.0,Fitted bulk element batch number 885 for stress verification
Copper Component Type-886,150.5,pieces,45.99,20.0,Fitted bulk element batch number 886 for stress verification
Copper Component Type-887,150.5,lbs,45.99,20.0,Fitted bulk element batch number 887 for stress verification
Copper Component Type-888,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 888 for stress verification
Copper Component Type-889,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 889 for stress verification
Copper Component Type-890,150.5,rolls,45.99,20.0,Fitted bulk element batch number 890 for stress verification
Copper Component Type-891,150.5,sheets,45.99,20.0,Fitted bulk element batch number 891 for stress verification
Copper Component Type-892,150.5,pieces,45.99,20.0,Fitted bulk element batch number 892 for stress verification
Copper Component Type-893,150.5,lbs,45.99,20.0,Fitted bulk element batch number 893 for stress verification
Copper Component Type-894,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 894 for stress verification
Copper Component Type-895,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 895 for stress verification
Copper Component Type-896,150.5,rolls,45.99,20.0,Fitted bulk element batch number 896 for stress verification
Copper Component Type-897,150.5,sheets,45.99,20.0,Fitted bulk element batch number 897 for stress verification
Copper Component Type-898,150.5,pieces,45.99,20.0,Fitted bulk element batch number 898 for stress verification
Copper Component Type-899,150.5,lbs,45.99,20.0,Fitted bulk element batch number 899 for stress verification
Copper Component Type-900,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 900 for stress verification
Copper Component Type-901,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 901 for stress verification
Copper Component Type-902,150.5,rolls,45.99,20.0,Fitted bulk element batch number 902 for stress verification
